ft,nimi,vuosi,kustantaja,kirjailija,alkukieli,tyyppi
http://data.kirjasampo.fi/physicalWork_4028719,Ikioma Itämeri,2014,Karisto,"Kiiskilä, Jani",fin,tietokirjat
http://seco.tkk.fi/saha3/uf077d0c7-4d66-40dc-807f-047f9cb4a052,Ikioma perheeni,2014,Pieni Karhu,"Marttinen, Tittamari",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4147458,Ikiuni,2014,Seitti,"Sihvonen, Juho",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4019800,Ikkunat yöhön,2014,WSOY,"Lähteenmäki, Laura",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4016038,Ikuisuus,2014,Kristillinen Kirja- ja Musiikkikustannus KKJMK,"Alcorn, Randy",eng,sarjakuva-albumit
http://seco.tkk.fi/saha3/uf946366f-7cd6-4fb0-b760-d2cabd73ec48,Ikuisuusvuonon profeetat,2014,Tammi,"Leine, Kim",dan,romaanit
http://data.kirjasampo.fi/physicalWork_4080508,Ilmakuva osuu joka oksaan,2014,Teos,"Ahvenjärvi, Juhani",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4028722,Ilmestyskirjan täti,2014,Myllylahti,"Holopainen, Anu",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4105337,Iloinen autokirja ; Iloinen ilmakirja,2014,Tammi,"Scarry, Richard",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4084611,Iloinen sirkus,2014,Karisto,"Taplin, Sam",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4119470,Iloiset eläinriimit,2014,Kirjalito,"Ryan, Jo",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4026858,Ilon poluilla,2014,Kirjapaja,"Kaskinen, Anna-Mari",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4137253,Ilon tynkää,2014,Omakustanne,"Nikunen, Amy",fin,runokokoelmat
http://seco.tkk.fi/saha3/u3d6852c7-f70d-4524-b755-83b790fe81f8,"Ilosia aikoja, Mielensäpahoittaja",2014,WSOY,"Kyrö, Tuomas",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4021004,Ilottomien ihmisten kylä,2014,WSOY,"Leinonen, Anne",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4106275,"Ilpo, Vaari ja Vappu-koira ötököitä ihmettelemässä",2014,Books on Demand,"Vuento, Matti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4032008,Iltahämärä,2014,Art House,"Hunter, Erin",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4019798,Iltapäivä,2014,WSOY,"Seppänen, Jaana",fin,esseekokoelmat
http://seco.tkk.fi/saha3/u3409df60-8187-43fb-8d61-e7b8ef5af067,Iltasella,2014,Omakustanne,"Pirilä, Tyyni",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4108024,Imitaattori,2014,Enostone,"Vahtera, Raimo",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4254518,Inkeri Esteri Ruotsalaisen runoja ja mietelmiä,2014,Omakustanne,"Ruotsalainen, Inkeri Esteri",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4179529,"Innostus, eli Viime aikoina on mennyt vähän huonommin",2014,Kustannusosakeyhtiö Hai,"Sovijärvi, Mikko E.",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4084681,Insinöörin ajatuksissa,2014,Readme.fi,"Readme, Joachim",fin,vitsit ja kaskut 
http://data.kirjasampo.fi/physicalWork_4131538,Intohimoisesti koukussa,2014,Siniplaneetta,"Palmi, Kreeta",fin,romaanit
http://seco.tkk.fi/saha3/u54f1f21c-5f29-4a66-b0d7-0f91318e764c,Irti liitoksistaan,2014,Lurra Editions,"Sulzer, Alain Claude",deu,romaanit
http://data.kirjasampo.fi/physicalWork_4174631,Isa + Bea,2014,Vaukirja,"Barrows, Annie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4174632,Isa + Bea ja karmea vessakummitus,2014,Vaukirja,"Barrows, Annie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4197208,Isa+Bea hoitelevat lapsenvahdin,2014,Vaukirja,"Barrows, Annie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4209204,Isa+Bea ja fossiiliennätys,2014,Vaukirja,"Barrows, Annie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4197209,Isa+Bea ryhtyvät pahoiksi,2014,Vaukirja,"Barrows, Annie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4212413,Isa+Bea tuomittu tanssimaan,2014,Vaukirja,"Barrows, Annie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4083015,Isipappablues,2014,Into,"Taatila, Hippo",fin,romaanit
http://seco.tkk.fi/saha3/u7e4b3a16-337a-44f5-b27e-4e3a35ce30f3,Islamin huntu,2014,Vastapaino,"Pepicelli, Renata",ita,tietokirjat
http://data.kirjasampo.fi/physicalWork_4079474,Iso Nipa on ykkönen,2014,Otava,"Peirce, Lincoln",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4026248,"Iso ja pieni, parhaat ystävät",2014,Kustannus-Mäkelä,"Bennett, Elizabeth",eng,kuvakirjat
http://seco.tkk.fi/saha3/u549cc0c4-021c-457d-86e3-9a48cb3bdf05,Iso pomppupeti,2014,Kustannus-Mäkelä,"Jarman, Julia",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4011680,Isäasentoja,2014,Otava,"Vartiainen, Petri",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4076145,Isänsä poika,2014,Johnny Kniga,"Nesbø, Jo",nor,romaanit
http://data.kirjasampo.fi/physicalWork_4180604,Italialaisia,2014,Artemisia edizioni,"Pakkanen, Jukka",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4109361,Itse asiassa luultuna,2014,Books on Demand,"Seppälä, Mika",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4106350,Ja nyt hiljaisuus,2014,Lurra Editions,"Brasch, Marion",deu,romaanit
http://data.kirjasampo.fi/physicalWork_4080504,Ja taivaan tähdet putoavat,2014,Teos,"Peura, Maria",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4152709,Jaakon runoralli,2014,Marras Workshop,"Juteini, Jaakko",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4122982,Jaguaariparaati,2014,Egmont,Batem,fra,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4020545,Jakarandapuun lapset,2014,WSOY,"Delijani, Sahar",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4180574,Jalkapallokuu,2014,ntamo,"Maksimainen, Kai",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4106272,Jalusta,2014,SanaSato,"Kaskela, Markku",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4143011,Janet ja linnanherra,2014,Kvaliti,"Brandon, Ella",fin,romaanit
http://seco.tkk.fi/saha3/ud85190a6-c8f7-49f5-b3dc-f2d6c4aa34d0,Janiika,2014,Kesuura,"Mäenpää, Kirsti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4123158,Jaybird,2014,Dark Horse Books,"Ahonen, Lauri",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4012275,Jeesuksen lapsuus,2014,Otava,"Coetzee, J. M.",eng,romaanit
http://seco.tkk.fi/saha3/ue1036e8b-9cfb-4491-baf9-c546d30f538c,Jeppis,2014,Like,"Liimatta, Tommi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4129445,"Jere ja Nemi seurustelee. El casa divino, tai Kuinka Freddy ja Professori voittivat Pulitzer-palkinnon",2014,Dead Genesis,"Nissinen, Jyrki",eng,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4108505,Jesse James,2014,Egmont,Morris,fra,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4021018,Jesse pääsiäiskoira,2014,WSOY,"Jalo, Merja",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4076044,Jesse vauhtikoira,2014,WSOY,"Jalo, Merja",fin,romaanit
http://seco.tkk.fi/saha3/u32c1cd65-c44e-44f5-881c-a31e540ce0f7,"Jo riittää, Taneli!",2014,Tactic,"Killen, Nicola",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4019319,Jobikirja,2014,Gummerus,"Wahlsten, Ari",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4018140,John Carter,2014,Into,"Burroughs, Edgar Rice",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4076011,Joka tähtiä tähystää,2014,WSOY,"Envall, Markku",fin,aforismikokoelmat
http://data.kirjasampo.fi/physicalWork_4119724,Jokainen on vähän homo,2014,Nispero,"Takalo, Jukka",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4076002,Jokakelin mies,2014,Gummerus,"Ahtiainen, Pasi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4148548,Jokeri,2014,Tammi,"Salmela, Aki",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4132755,Joki jäätyy,2014,Prometheus,"Heikkilä, Jorma",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4078527,Jokipoika,2014,Stabenfeldt,"Shipley, Jocelyn",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4142507,Jokipojan jälkeen,2014,Stabenfeldt,"Shipley, Jocelyn",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4084922,"Joko taas, Stella",2014,Myllylahti,"With, Niina",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4029366,Jokun talo,2014,Myllylahti,"Kuuskorpi, Taina",fin,romaanit
http://seco.tkk.fi/saha3/u653698ed-b176-4a0c-867b-d7670d7644f8,Jonna ja ihmepuu,2014,Mediapinta,"Valtiala, Nalle",swe,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4174669,Jos annat hiirelle keksin,2014,Vaukirja,"Numeroff, Laura",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4127171,"Jos tulen vanhaksi, ostan itselleni hatun 2",2014,Katharos,"Heroja, Eeva-Liisa",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4080341,Josan jutut,2014,Mediapinta,"Jäntti, Yrjö",fin,pakinakokoelmat
http://data.kirjasampo.fi/physicalWork_4137850,Jouluiltain tarinoita,2014,Nordbooks,"Krogerus, Timo",fin,romaanit
http://seco.tkk.fi/saha3/u77d281de-bc89-4dd4-b48b-46c2ddea1535,Joulukalenteri: 24 jännityskertomusta,2014,Reuna,"Mäntylä, Juha",fin,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_4153606,Jouluksi kotiin,2014,Kuoriaiskirjat,"Korpinen, Eero",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4077316,Joululaulu,2014,WSOY,"Dickens, Charles",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4295757,Joulupukin lahjat,2014,Vaukirja,"Taplin, Sam",eng,kuvakirjat
http://seco.tkk.fi/saha3/u4048d2ec-2a46-4816-91f9-3861eb6ae4bc,Joulupukki ja Korvatunturin väki,2014,Tammi,"Katajavuori, Riina",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4228769,Joulupuodin juhlakirja,2014,Omakustanne,"Halonen, Markku",fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_4201344,Joutsenet,2014,Omakustanne,"Kuusela, Seppo",fin,runokokoelmat
http://seco.tkk.fi/saha3/ucc0cabe2-56b6-4a40-849c-4f29272b43e1,Julkiset salasanat,2014,Kustannusosakeyhtiö Siltala,"Saaritsa, Pentti",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4132807,Julmia totuuksia,2014,Kolmiokirja,"Kari, Tiina",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4157203,Jumala joka kivessä,2014,Gummerus,"Shamsie, Kamila",eng,romaanit
http://seco.tkk.fi/saha3/uc47a15be-bc6d-471e-866a-c9a336664a47,Jumalan kämmenellä,2014,Kustannus HD,"Riekko, Pekka",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4084862,Jumalista seuraava,2014,Myllylahti,"Rossi, Nemo",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4138099,Junantuomat,2014,Bookhouse,"Pellonpää, Olavi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4117308,Junaseikkailu 2010,2014,Books on Demand,"Holopainen, Tapio",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4171933,Juoksun jälkeen,2014,Books on Demand,"Seppä, Hannu",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4139108,"Juoppohullun päiväkirja - Osa 5, Dokumentti",2014,Diktaattori,"Vuorinen, Juha",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4077390,Justine,2014,Gummerus,Markiisi de Sade,fra,romaanit
http://data.kirjasampo.fi/physicalWork_4026269,Juuri sopiva kahdelle,2014,Kustannus-Mäkelä,"Corderoy, Tracey",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4012317,Jyrin uusi lelu,2014,Otava,"Hedges, Zoe",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4077739,Jytäjyrsijät,2014,Lasten Keskus,"Niemelä, Reetta",fin,kuvakirjat
http://seco.tkk.fi/saha3/u28353a22-7dce-40ec-9813-65460dd94c68,Jäljitetty,2014,Tammi,"Rouhiainen, Elina",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4156280,Jälkiä hiekassa,2014,Omakustanne,"Lehmuspuu, Leena",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4078762,Jänis ja Kontiainen,2014,Lasten Keskus,"Beer, Hans de",deu,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4160615,Jänis joka asuu Kuussa,2014,Books on Demand,"Laulajainen, Leena",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4277444,Jänkhä-Joonaksen runot,2014,Omakustanne,"Virta, Kalervo",fin,runokokoelmat
http://seco.tkk.fi/saha3/u385ff6cd-15c9-4d9f-943a-f6f047b767af,Järjestäjä,2014,Otava,"Holma, Antti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4169567,Järkäle,2014,Tampereen aforismiyhdistys,"Salomaa, Sauli",fin,aforismikokoelmat
http://data.kirjasampo.fi/physicalWork_4131990,Jätti,2014,Kumiorava,"Ryberg, Rune",dan,sarjakuva-albumit
http://seco.tkk.fi/saha3/u2d385957-f692-47ac-a905-f491333a36bb,Jättiläinen,2014,Kustannus HD,"Räisänen, Veikko",fin,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_4123209,Jättiläiskoneet,2014,Kirjalito,"Green, Rod",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4152035,Jäänmurtaja Sisu ja Hailuodon arvoitus,2014,POB,"Leppälä, Teemu",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4076137,Jääräpää,2014,Johnny Kniga,"Heikkinen, Mikko-Pekka",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4216742,Kaarnatuulet,2014,Uusheräyksen Keskusliitto,"Silvola, Kalevi",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4124595,Kaavun kätkössä,2014,Harlequin,"Brisbin, Terry",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4019851,Kadonneen aarteen arvoitus,2014,Tammi,"Bagge, Tapani",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4021000,Kadonneen hevosen jäljillä,2014,WSOY,"Jalo, Merja",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4072389,Kadonneiden dollareiden tapaus,2014,Tactic,"Lewman, David",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4078755,Kadotettujen hedelmätarha,2014,Atena,"Mohamed, Nadifa",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4019309,Kadotetun lumo,2014,Tammi,"Ora, Janne",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4123675,Kadrin päiväkirja,2014,Savukeidas,"Rannamaa, Silvia",est,romaanit
http://data.kirjasampo.fi/physicalWork_4132788,Kahden isännän kartano,2014,Kolmiokirja,"Jokiranta, Soile",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4078423,Kaikella voimallani,2014,Otava,"Sariola, Esa",fin,romaanit
http://seco.tkk.fi/saha3/u9c1a8e6b-ce3e-4315-8ae0-555f744d2682,Kaiken takana onkin vesi : tietokirja vedestä,2014,Docendo,"Pursiainen, Jouni",fin,tietokirjat
http://data.kirjasampo.fi/physicalWork_4027868,Kaikki hajoaa,2014,Basam Books,"Achebe, Chinua",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4026777,Kaikki hyvin kasvimaalla,2014,Lasten Keskus,"Itkonen, Jukka",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4124523,Kaikki hänen vuokseen,2014,Harlequin,"Roberts, Nora",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4076061,Kaikki kauniit hevoset,2014,WSOY,"McCarthy, Cormac",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4078420,Kaikki kevään merkit,2014,Otava,"Salmi, Veera",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4012263,Kaikki kohdallaan,2014,Otava,"Luhtanen, Sari",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4124662,Kaikki kulminoituu roskapussin viemiseen,2014,Monrepoo,"Kuuttio, Keijo",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4078427,Kaikki oikein,2014,Otava,"Härkönen, Anna-Leena",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4158796,Kaikki tai ei mitään,2014,Gummerus,"Jones, Lisa R.",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4107995,Kaikki tai ei mitään,2014,Harlequin,"Hardy, Kate",eng,kokoomateokset
http://data.kirjasampo.fi/physicalWork_4146292,Kaikki viimeiset sanat,2014,WSOY,"Green, John",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4181034,Kaikkialla liekki palaa,2014,ntamo,"Ahlroos, Arvo",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4075990,Kaikkien aikojen tarina,2014,Gummerus,"Siirilä, Jussi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4162409,Kaikkien tahtoma,2014,Kolmiokirja,"Storm, Sara",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4132834,Kaipuun voima,2014,Kolmiokirja,"Salo, Johanna",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4077393,"Kakkua, kiitos",2014,Schildts & Söderströms,"Ingelman-Sundberg, Catharina",swe,romaanit
http://data.kirjasampo.fi/physicalWork_4174532,Kaksi kaupunkia,2014,Compania Comder,"Winstén, Keijo",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4186437,"Kaksi naista, yksi ratkaisu",2014,Kolmiokirja,"Jokiranta, Soile",fin,romaanit
http://seco.tkk.fi/saha3/ua490e18c-84be-4e46-8e12-b57ad2aee2fc,Kaksi sateenkaarta,2014,WSOY,"Latvus, Sisko",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4019315,Kaksi viatonta päivää,2014,Gummerus,"Jaatinen, Heidi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4133767,Kaksintaistelu ; Koston kierre,2014,Gummerus,"Higgins, Jack",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4212459,Kalassa Lynge-Vuonolla,2014,Omakustanne,"Turunen, Anu",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4147430,Kaleidoskooppi,2014,Kyröstieto,"Koskela, Jouni",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4137897,Kalevi Helvetti,2014,Ediciones Hungria,"Helvetti, Kalevi",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4019317,Kalmantanssi,2014,Gummerus,"Kaunisto, Milja",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4076143,Kalvas hehku,2014,Gummerus,"Nabokov, Vladimir",rus,romaanit
http://data.kirjasampo.fi/physicalWork_4084776,Kamala luonto - minäkö hullu?,2014,Arktinen Banaani,"Vehniäinen, Jarkko",fin,sarjakuva-albumit
http://seco.tkk.fi/saha3/u89c622e4-82ff-41f1-ab27-6940650f4ea8,Kamala luonto - sulassa sovussa,2014,Arktinen Banaani,"Vehniäinen, Jarkko",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4084779,Kamala luonto. Sunnuntaisarjat 1,2014,Arktinen Banaani,"Vehniäinen, Jarkko",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4126819,Kampin enkeli ja salaiset tehtävät,2014,Kustannus HD,"Koivula, Tapani",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4146170,Kamu luontoretkellä,2014,Sanoma,"Froeb, Lori C.",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4020956,Kanarian säpinät,2014,WSOY,"Suomela, Laura",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4026413,Kane ja Abel,2014,Sitruuna,"Archer, Jeffrey",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4077418,Kani nimeltä Mulko,2014,Sangatsu Manga,Mamemoyashi,jpn,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4076084,Kannaksen kostajat,2014,Gummerus,"Sirén, Esa",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4079908,Kannonkovertajat,2014,Nordbooks,"Hirvonen, Timo",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4119696,Kansalainen Cowboy Henk,2014,Huuda Huuda,Kamagurka,nld,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4224425,Kansanrunoilija Sahan Kalle,2014,Toholammin kotiseutuyhdistys,Sahan Kalle,fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_4187470,Kanssasi ja ilman,2014,NyNorden,"Liiv, Juhan",est,runokokoelmat
http://seco.tkk.fi/saha3/u0d5aa75a-e23c-4c93-a6e9-2eda15c11c54,Kapinallinen,2014,Gummerus,"Aslan, Reza",eng,tietokirjat
http://data.kirjasampo.fi/physicalWork_4079468,Kapinallinen,2014,Otava,"Roth, Veronica",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4080139,Kapteeni Kalsari ja Hippi Helihousun hirvittävä paluu,2014,Tammi,"Pilkey, Dav",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4027373,Kapteeni Kissa,2014,Kustannus-Mäkelä,"Moore, Inga",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4011682,Karamazovin veljekset,2014,Otava,"Dostojevski, F. M.",rus,romaanit
http://seco.tkk.fi/saha3/ue8eb3dcc-3d83-4dac-a9b5-5bbf5cfd3af6,Karanteeni,2014,Kustannusosakeyhtiö Siltala,"Nikkanen, Hanna",fin,tietokirjat
http://seco.tkk.fi/saha3/u67cfa8a9-3a7d-4c0d-b852-cfd322f560ea,Karavaanari,2014,Omakustanne,"Vallius, Elvi",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4011653,Karhunpesä,2014,Otava,"Hiidensalo, Venla",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4132928,"Karhuvaari, kartanonherra",2014,Omakustanne,"Palola, Sinikka",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4088703,Karibian mies,2014,Jalava,"Pratt, Hugo",ita,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4125905,Karim,2014,Asema Kustannus,"Karonen, Toni",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4076119,Karjalan kuningas,2014,WSOY,"Turunen, Heikki",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4088338,Karjalan tytön värikäs vuosikymmen,2014,Aikamedia,"Payne, Eila",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4012315,Karoliina ja oikukas uni,2014,Otava,"Kallioniemi, Tuula",fin,romaanit
http://seco.tkk.fi/saha3/u5f964c68-1319-42a1-b0b8-3cd503d12a10,Karrelle polttava helle,2014,WSOY,"Lähteenmäki, Laura",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4113850,Kartanon salaisuus,2014,Stabenfeldt,"Kavanagh, Pamela",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4099798,Karvasmantelin maku,2014,Reuna,"Rinneoja, Jasu",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4229238,Karvinen - makaava mietiskelijä,2014,Egmont,"Davis, Jim",eng,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4128544,"Karvinen - tänään jääkaappi, huomenna koko maailma",2014,Egmont,"Davis, Jim",eng,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4083396,Kasvoista kasvoihin,2014,Like,"Kuusi, Janne",fin,romaanit
http://seco.tkk.fi/saha3/u8727040d-a4be-47a0-ba61-525c5f19df4f,Katedraali,2014,Teos,"Taskinen, Satu",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4026779,Katjun suuri eläinkirja,2014,Lasten Keskus,"Slegers, Liesbet",nld,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4018135,Katoavaisuuden aineisto,2014,Into,"Ojansuu, Johannes",fin,aforismikokoelmat
http://data.kirjasampo.fi/physicalWork_4020525,Katseenvangitsijat,2014,WSOY,"Delacourt, Grégoire",fra,romaanit
http://data.kirjasampo.fi/physicalWork_4134059,Katti-Dave,2014,Perussanoma,"Linnovaara, Nina",fin,kuvakirjat
http://seco.tkk.fi/saha3/u8b8df201-61c9-4ce6-a508-159be6f2061b,Katti-Dave ja isäntänsä herra J,2014,Perussanoma,"Linnovaara, Nina",fin,kuvakirjat
http://seco.tkk.fi/saha3/ubdda5cd0-90db-491a-9199-45915375f3d2,Katukatti Bob,2014,WSOY,"Bowen, James",eng,tietokirjat
http://data.kirjasampo.fi/physicalWork_4146411,Kauheaa keppostelua,2014,Sanoma,"Gutman, Dan",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4022605,Kauhun tunneleissa,2014,Sangatsu Manga,"Shan, Darren",jpn,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_4136803,Kaukana kukkuu,2014,Mediapinta,"Lindeman, Anna-Liisa",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4081560,Kaukopartion kujanjuoksu,2014,Minerva,"Hattula, Markku",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4124575,Kaunis muukalainen,2014,Harlequin,"Cox, Maggie",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4019333,Kaupunkicowboy,2014,Gummerus,"Manninen, Satu",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4076101,Kausaalienkeli,2014,Gummerus,"Rajaniemi, Hannu",eng,romaanit
http://data.kirjasampo.fi/physicalWork_4188745,Keeniperimä,2014,Valmiixi,"Hemminki, Heikki",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4079849,Keijun kesä,2014,Omakustanne,"Tikkanen, Tiina",fin,kuvakirjat
http://data.kirjasampo.fi/physicalWork_4127199,Keijun matka,2014,Books on Demand,"Pensar, Heini",fin,satukokoelmat
http://data.kirjasampo.fi/physicalWork_4203390,Keisarin luvalla Siperiaan,2014,Omakustanne,"Leppäniemi, Leena",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4123683,Keitteitä ja valittuja runoja,2014,Savukeidas,"Chavée, Achille",fra,runokokoelmat
http://data.kirjasampo.fi/physicalWork_4020540,"Kello, eli Selonteko tapahtumista, jotka käynnistyivät, kun luutnantti Carl Wennehielm alkoi tutkia Kustaa III:n sodassa taistelleen majurin katoamista",2014,Schildts & Söderströms,"Heino, Jyrki",fin,romaanit
http://data.kirjasampo.fi/physicalWork_4122621,Keltainen koira,2014,Egmont,"Bonelli, Gianluigi",ita,sarjakuva-albumit
