ft,nimi,vuosi,kustantaja,kirjailija,alkukieli,tyyppi
http://data.kirjasampo.fi/physicalWork_9521602538,"Hei, apina! Ei",2000,Kolibri,"Conboy, Fiona",eng,kuvakirjat
http://seco.tkk.fi/saha3/udbdd1ad6-ffd2-4089-9e99-d864efa79d5d,"Hei, ystävä!",2000,Tammi,"Perkiö, Pia",fin,runokokoelmat
http://seco.tkk.fi/saha3/udcfac755-c27c-40f3-b2b7-b2e8c1468f94,Helkavirsiä I-II,2000,Suomalaisen Kirjallisuuden Seura,"Leino, Eino",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175951004675,Hellä ja katkera yö,2000,Otava,"McNaught, Judith",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175951386710,Helmisimpukka,2000,Karisto,"Pättikangas, Eira",fin,romaanit
http://seco.tkk.fi/saha3/uf9f71ca3-6a40-4f7d-9229-9e71515cf400,Helmiä ja rakeita,2000,Omakustanne,"Raekallio, Matti",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Hengellisia_runoja,Hengellisiä runoja,2000,Omakustanne,"Tanskanen, Väinö",fin,kokoomateokset
http://www.yso.fi/onto/kaunokki#Instance_ID123175952190352,Henkeen ja vereen,2000,Otava,"Gerritsen, Tess",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175952266155,Henkensä edestä,2000,Book Studio,"Baldacci, David",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175952506783,Henkilääkäri,2000,Gummerus,"Enquist, Per Olov",swe,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID12317595264737,Henkitanssi,2000,Tammi,"Sullivan, Mark T.",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175953171749,Herkullisia suhteita,2000,Tammi,"Staikos, Andreas",grc,romaanit
http://seco.tkk.fi/saha3/ube16b5d5-b0e5-4e04-a55d-95ac9ad00d30,Herra Huu hoitaa puutarhaa,2000,Tammi,"Mäkelä, Hannu",fin,romaanit
http://seco.tkk.fi/saha3/uc1077471-da1a-4f44-895a-1be64c7fed1d,Herra Kroko ostoksilla,2000,Kustannus-Mäkelä,"Rodgers, Frank",eng,romaanit
http://seco.tkk.fi/saha3/u6fb511d2-54fd-4dcd-9227-0a22c7944bc5,Herra Kroko retkeilee,2000,Kustannus-Mäkelä,"Rodgers, Frank",eng,romaanit
http://seco.tkk.fi/saha3/u13e81155-8a45-49a9-add5-cc4f7c3e22e7,Herra Krokon herätyskello,2000,Kustannus-Mäkelä,"Rodgers, Frank",eng,romaanit
http://seco.tkk.fi/saha3/ueb7fbfb8-af14-42d1-8c04-9bfd64cba628,Herra Krokon hölmö sukka,2000,Kustannus-Mäkelä,"Rodgers, Frank",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175953797495,Herttakuningas ja muita jännitysnovelleja,2000,Seaflower,"Nousiainen, Hugo",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID12317595295545,Herääminen,2000,Tammi,"Isomäki, Risto",fin,romaanit
http://seco.tkk.fi/saha3/u2e32d957-4071-4a4f-96fb-044abbad5750,Hessu ja Keke ja Amazonin arvoitus,2000,Karisto,"Marjanen, Heikki",fin,romaanit
http://www.yso.fi/onto/kaunokki#Hevoselle_heinia!_Tehhan_keikhaus!,Hevoselle heiniä! Tehhän keikhaus!,2000,Omakustanne,"Huhta, Erkki",fin,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_9516272894,Hieno hymy,2000,Lasten Keskus,"Tiourina, Svetlana",deu,kuvakirjat
http://seco.tkk.fi/saha3/uc522f923-bca2-4981-9a79-ef7249ee1b6c,"Hikeä ja hiiripolkkaa, Joeliina",2000,Tammi,"Mörö, Mari",fin,romaanit
http://seco.tkk.fi/saha3/u3a59a5e4-46c1-4418-955d-8c6f4f1a71d0,Hiljainen huuto,2000,Raamikko,"Törmä, Salme",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175955396874,Hiljaisen poukaman himolisko,2000,Like,"Moore, Christopher",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175955517361,Hiljaisuus murtuu,2000,WSOY,"Chamberlain, Diane",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175955723630,Himoshoppaajan salaiset unelmat,2000,WSOY,"Kinsella, Sophie",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175956111045,Hirtettyjen tanssiaiset,2000,Sammakko,"Rimbaud, Arthur",fra,runokokoelmat
http://seco.tkk.fi/saha3/u481de979-0bd6-4307-9993-003bb5d07ad3,Hirviön silmät,2000,Kustannus-Mäkelä,"Wilson, Jacqueline",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176044749811,Hohtavaiset,2000,Karisto,"Eddings, Leigh",eng,romaanit
http://seco.tkk.fi/saha3/u00fd4100-2374-42ad-8e31-ddf153b74465,Holmenkollen,2000,Jalava,"Hagelberg, Matti",fin,sarjakuva-albumit
http://www.yso.fi/onto/kaunokki#Instance_ID123175956780330,Holy smoke,2000,Gummerus,"Campion, Jane",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9521602546,"Hop, hiiri! Hop",2000,Kolibri,"Conboy, Fiona",eng,kuvakirjat
http://seco.tkk.fi/saha3/ue6003e50-b077-4f0a-9043-5ac7f02fcffd,Hopearannan aarre,2000,Otava,"Jalo, Merja",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9521601574,Hoppeli hops,2000,Kolibri,"Simon, Francesca",eng,runokokoelmat
http://seco.tkk.fi/saha3/u1e4f8d21-8da1-4e6a-bf79-7363e2d4ae54,Hornankattila,2000,WSOY,"Hornby, Nick",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175957629962,Hotelli Everest,2000,Like,"Sealy, I. Allan",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175957749897,Huhtikuun noita,2000,WSOY,"Axelsson, Majgull",swe,romaanit
http://data.kirjasampo.fi/physicalWork_9518820481,"Hui olkoon, elukoita",2000,Kustannus-Mäkelä,"Cole, Babette",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175957952172,Hukassa on hyvä paikka,2000,Lasipalatsi,"Hotakainen, Kari",fin,näytelmät
http://www.yso.fi/onto/kaunokki#Instance_ID123175958118246,Hullu maailma,2000,WSOY,"Hyrkäs, Seppo",fin,vitsit ja kaskut 
http://data.kirjasampo.fi/physicalWork_9521601930,Hullunhauska aviomies,2000,Kolibri,"Fiddy, Roland",eng,vitsit ja kaskut 
http://www.yso.fi/onto/kaunokki#Instance_ID123175958121162,Hullunhauska isä,2000,Kolibri,"Fiddy, Roland",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175958121370,Hullunhauska seksi,2000,Kolibri,"Fiddy, Roland",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175958158174,Hullunhauska tietokone,2000,Kolibri,"Fiddy, Roland",eng,vitsit ja kaskut 
http://www.yso.fi/onto/kaunokki#Instance_ID123175958838326,Huomaamattomia hetkiä varten,2000,Runogalleria,"Sillanpää, Hannu",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#book_1863,Huonosti tapetut ja muita Terin tarinoita,2000,Karjalan kirjapaino,"Könönen, Terho",fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_9518739900,Hupsu ja Höpsö piilosilla,2000,Kustannus-Mäkelä,"Grindley, Sally",eng,kuvakirjat
http://seco.tkk.fi/saha3/u959bb56a-c821-496a-a302-91f824bb3564,Hurja pakomatka,2000,Stabenfeldt,"Morey, Walt",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175959524149,Hurrikaani,2000,WSOY,"Francis, Dick",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175959706233,Huuto ja muita runoja 1947-1971,2000,Sammakko,"Ginsberg, Allen",eng,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9516272886,"Hyppeli, Hoppeli ja Hippeli",2000,Lasten Keskus,"Bolliger, Max",deu,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175960286990,Hyvä mies,2000,Karisto,"Tuure, Leila",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9516272843,"Hyvä päivä, paha päivä",2000,Lasten Keskus,"White, Kathryn",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID12317596075282,Hyvä yritys,2000,Otava,"Maloney, Shane",eng,romaanit
http://www.seco.tkk.fi/applications/saha#Instance_ID1240079589907,Hyvän naisen rakkaus,2000,Tammi,"Munro, Alice",eng,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_9513208710,Hyvässä turvassa,2000,Helsinki Media,"Zoehfeld, Kathleen W.",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175960410669,"Hyvästi, hevoseni",2000,Kirjapaja,"Issakainen, Martti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9518739854,Hyvää syntymäpäivää,2000,Kustannus-Mäkelä,"Stewart, Paul",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9516272916,"Hyvää syntymäpäivää, Pasi",2000,Lasten Keskus,"Weninger, Brigitte",deu,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9513208702,"Hyvää syntymäpäivää, Puh",2000,Helsinki Media,"Talkington, Bruce",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9513208141,Hyvää yötä,2000,Helsinki Media,"Canning, Shelagh",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9510247375,"Hyvää yötä, Touhu Possu",2000,WSOY,"Fox, Diane",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175948799172,Hälytystila,2000,Karisto,"Nichol, John",eng,romaanit
http://seco.tkk.fi/saha3/u7d566638-73c3-4977-bebe-8c4019ceecd8,Hämärän hyssyä Hämeenkyrössä,2000,MC-Pilot,"Tellen, Raili",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175949239750,Häpeähäkki,2000,WSOY,"Pystynen, Tiina",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175949319460,Häpeäpaalu,2000,Otava,"Coetzee, J. M.",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175949319968,Häpeästä syntynyt,2000,Gummerus,"Roberts, Nora",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175949321272,Häränsydäminen mies,2000,Like,"Frimansson, Inger",swe,romaanit
http://data.kirjasampo.fi/physicalWork_9513210685,Ihaan iloinen häntä,2000,Lasten oma kirjakerho,"Kidd, Ronald",eng,kuvakirjat
http://seco.tkk.fi/saha3/u7a0e62f3-9d29-4578-a429-bb6a92fb4d77,"Ihanat, kamalat pojat",2000,Otava,"Wilson, Jacqueline",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175961363992,Ihmeitä,2000,Atena,"Toivonen, Markku",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175961676795,Ihmisen kaltainen,2000,WSOY,"Sinervo, Helena",fin,runokokoelmat
http://seco.tkk.fi/saha3/ue2bc1083-d263-446c-89bc-27c00d7ad1df,Ihmisen osa,2000,Revontulet,"Harjumaa, Ritva-Liisa",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175961722219,Ihmisen poikaset,2000,WSOY,"Mikkonen, Sari",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175961909182,Ihmiskunnan loppulaukka,2000,WSOY,"Paasilinna, Arto",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175962074991,Ihosi alla sykkivät sanat,2000,Palladium-kirjat,"Ihalainen, J. K.",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID12317596228385,Ikuinen ihminen,2000,Omakustanne,"Aho, Mirjam",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175962384244,Ikuisen hämärän vaeltaja,2000,Gummerus,"Findley, Timothy",eng,romaanit
http://www.yso.fi/onto/kaunokki#book_301,Iljan kivet ,2000,Ilias,"Hirvonen, Pasi",fin,näytelmät
http://www.yso.fi/onto/kaunokki#Instance_ID123175962676065,Ilman karttaa,2000,WSOY,"Venho, Johanna",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID12317596268567,Ilmassakulkija,2000,Otava,"Schneider, Robert",deu,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175962686815,Ilmatasku,2000,Otava,"Malkamäki, Sari",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175962955227,Iltapäivällä tulee mieleen lahoavia puistoja,2000,Kaarinan kaupunki,"Koivumäki, Antti",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9513118606,Iltatähden tarinoita,2000,Tammi,"Mayo, Margaret",eng,satukokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175963406860,Intialainen yösoitto,2000,Like,"Tabucchi, Antonio",ita,romaanit
http://seco.tkk.fi/saha3/ud2d38cee-470f-4434-bd0a-5f6905538938,Intohimo ihmiseen,2000,Otava,"Jotuni, Maria",fin,kokoomateokset
http://www.yso.fi/onto/kaunokki#Instance_ID123175963411190,Intohimojen ilta,2000,WSOY,"Peltonen-Rognoni, Pirkko",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID12317596347540,Irtipäässeitä ja ohiammuttuja,2000,WSOY,"Partanen, Seppo",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175964184053,Isku pimeyteen,2000,Aika,"Peretti, Frank",eng,romaanit
http://seco.tkk.fi/saha3/u87879f61-c320-447e-916c-d1399d5b4666,Isoisä on ihmissyöjä,2000,Kopijyvä,"Rinkinen, Tuula",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175963559944,Isä Brownin vähäuskoisuus,2000,The Crime Corporation,"Chesterton, G. K.",eng,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175963482328,"Isä, poika ja Kekkonen",2000,WSOY,"Kassila, Matti",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175963752810,Isän nimeen,2000,Otava,"Westö, Kjell",swe,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID12317596494700,Itsari,2000,Sharda,"Saarti, Jarmo",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175960932779,Iäksi sitoutuneet,2000,Päivä,"Räsänen, Aune",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9525321053,Jaakko ja pavunvarsi,2000,Pieni Karhu,"Walker, Richard",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175965860058,Jahtia vuorotta,2000,Karisto,"Reinikka, Pekka",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175965860759,Jahtivalssia Saarenmaalla,2000,Marktar,"Vainio, Markku",fin,kokoomateokset
http://www.yso.fi/onto/kaunokki#Instance_ID123175966061550,Jakutian aurinko,2000,Tammi,"Heikkonen, Olli",fin,runokokoelmat
http://seco.tkk.fi/saha3/uad8bf3fb-a63b-4a9c-8e72-581b205ea8e1,Jali ja lasihissi,2000,Art House,"Dahl, Roald",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175966337170,Jalmarin toinen tuleminen,2000,WSOY,"Kylätasku, Jussi",fin,romaanit
http://seco.tkk.fi/saha3/u5b7d175d-83ef-45f1-bd0d-a9019b2a52aa,James Bond - Kun maailma ei riitä,2000,Gummerus,"Benson, Raymond",eng,romaanit
http://seco.tkk.fi/saha3/uabbe9e48-995d-48d9-9948-5106da5470ef,Janne ja ryöstäjäjänis,2000,Otava,"Lehtinen, T. H.",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175967063240,Janvillen kummitus,2000,Seaflower,Outsider,fin,romaanit
http://seco.tkk.fi/saha3/ufd014e3f-a7d5-4ef0-9a8f-b8b6732d801c,Jedien lapset,2000,WSOY,"Hambly, Barbara",eng,romaanit
http://seco.tkk.fi/saha3/u17a51b76-0b2e-45fe-9df0-e185b75e0238,Jepata Nastan lentomatka,2000,Tammi,"Liksom, Rosa",fin,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175967804635,Jermulan onnenpotku,2000,Egmont,"Walker, Mort",fin,sarjakuva-albumit
http://www.yso.fi/onto/kaunokki#Instance_ID123175967805037,Jermulassa jytää,2000,Egmont,"Walker, Mort",fin,sarjakuva-albumit
http://seco.tkk.fi/saha3/uf32220fc-5c8d-44bc-b106-052823d87ff1,Jessican muodonmuutos,2000,Otava,"William, Kate",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175968125646,Jesuiitan sormus,2000,Seaflower,"Montauban, Juan Batiste",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175969166731,Jo-Ku,2000,Tammi,"Simpura, Hannu",fin,romaanit
http://seco.tkk.fi/saha3/u92eb9cd6-0e54-428c-a41b-102393a7f07c,Jokilaakson ainoa tyttö,2000,Karisto,"Holm, Jennifer L.",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175969708977,Jotakin muuta,2000,Nihil interit,"Muldoon, Paul",eng,runokokoelmat
http://www.seco.tkk.fi/applications/saha#Instance_ID1244198145531,Joutilaisuusinstituutti,2000,Welkin Books,"Tanskanen, Kari",fin,novellikokoelmat
http://seco.tkk.fi/saha3/u74c70495-f523-49c3-8e91-de416fbc9588,Judge Dredd 30,2000,Jalava,"Gibson, Ian",eng,sarjakuva-albumit
http://seco.tkk.fi/saha3/ubdf5c907-f26b-47a8-a601-54e5f1997688,Juhlat pappilassa,2000,Kopijyvä,"Kulmala, Teppo",fin,romaanit
http://data.kirjasampo.fi/physicalWork_951882004X,Juho maalla,2000,Kustannus-Mäkelä,"Campbell, Rod",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9518820031,Juho puistossa,2000,Kustannus-Mäkelä,"Campbell, Rod",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175970318576,"Juho, 34-63",2000,Gummerus,"Syrjä, Juhani",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175970486956,Julian parveke,2000,Gummerus,"Tabermann, Tommy",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9513211061,Junat,2000,Helsinki Media,"Scarry, Richard",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175971491794,Juonien verkossa,2000,Jalava,"Cunningham, Elaine",eng,romaanit
http://seco.tkk.fi/saha3/u41626225-56ea-4075-bab2-21e02f19cb2e,Juoruja,2000,Otava,"William, Kate",eng,romaanit
http://seco.tkk.fi/saha3/u02324c2c-67cb-406f-a9cc-b680616e78d2,Jutan unelmahevonen,2000,Karisto,"Ikonen, Asta",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175971737894,Jyrsitty puu,2000,RKS-tietopalvelu,"Voutilainen, Terttu",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175965878265,Jäi jäljelle pala Sodomaa,2000,Like,"Lesonen, Väinö",fin,romaanit
http://seco.tkk.fi/saha3/u251e2c9f-613a-4b22-960a-6feaaf63cd1b,Jäljet,2000,Omakustanne,"Asikainen, Mirjami",fin,runokokoelmat
http://seco.tkk.fi/saha3/u23597328-87fe-4be0-a878-d6c360eabf8e,Jälki-Kalevala,2000,Omakustanne,"Moilanen, Kauko-Pekka",fin,runokokoelmat
http://www.seco.tkk.fi/applications/saha#Instance_ID1244813091644,Jälkijonon päässä,2000,Karisto,"Tuominen, Erkki",fin,novellikokoelmat
http://seco.tkk.fi/saha3/u84fa13a6-e97d-43bf-af1e-12369d724663,Jänis ja Vanki,2000,Tammi,"Kiiskinen, Jyrki",fin,kuvakirjat
http://seco.tkk.fi/saha3/ub8362751-4547-4667-bdca-d8c095da8069,Jännittävä joulu,2000,WSOY,"Manninen, Katri",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID12317596701916,Jännittävää olisi nähdä pihalla lintuja,2000,Tammi,"Rimminen, Mikko",fin,runokokoelmat
http://seco.tkk.fi/saha3/u375bfa0d-22f5-4e1e-be02-fed745a0c0fd,Jäähyllä,2000,Tammi,"Cras, Bengt-Åke",swe,romaanit
http://seco.tkk.fi/saha3/ub00d4b3d-69b7-42d5-a6ee-99f8b723baef,Jäähyväiset kilparadoille,2000,Stabenfeldt,"Campbell, Joanna",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175965082099,Jäähyväiset sukuromaanille,2000,WSOY,"Peltoniemi, Jusa",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175971800726,Kaalbringenin kurkunleikkaaja,2000,Tammi,"Nesser, Håkan",swe,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175972184477,Kaasu pohjaan,2000,Kolibri,"Stott, Bill",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#book_1898,Kadonnut testamentti,2000,Omakustanne,"Rummukainen, Otto",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175972837193,Kadonnut veli,2000,WSOY,"Treichel, Hans-Ulrich",deu,romaanit
http://data.kirjasampo.fi/physicalWork_9516272878,"Kadonnut: yksi koira, vihreä",2000,Lasten Keskus,"Biet, Pascal",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175972901035,Kadotetut paratiisit,2000,Ajatus,"Munsterhjelm, Ludvig",fin,novellikokoelmat
http://seco.tkk.fi/saha3/ue0621dcb-9832-42dc-b04b-71df79d830fb,"Kahden hetekan nainen
",2000,Kesuura,"Hoviseppä, Matti",fin,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_9512833352,Kahden kerroksen karhut lomalla,2000,Kirjalito,"Lawson, Carol",eng,kuvakirjat
http://seco.tkk.fi/saha3/ueabb7967-a816-492f-9dce-120fe93c0c2a,Kaiken uuden alku,2000,Helsinki Media,"Baker, Jennifer",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9518739757,Kaikkein paras paikka,2000,Kustannus-Mäkelä,"Anholt, Catherine",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175973720325,Kaikki joet mereen,2000,Perussanoma,"Thoene, Brock",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9518739765,Kaikki karhun kaverit,2000,Kustannus-Mäkelä,"Heine, Helme",deu,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175973738728,Kaikki katoavainen on vertausta,2000,Like,"Sem-Sandberg, Steve",swe,romaanit
http://seco.tkk.fi/saha3/u945a4a80-d5b6-4442-9f66-50f39ca3ba20,Kaikki pelissä,2000,Otava,"William, Kate",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9513210340,Kaikkien aikojen joululahja,2000,Helsinki Media,"Scarry, Richard",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9513210332,Kaikkien aikojen konnuuksia,2000,Helsinki Media,"Scarry, Richard",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9513210324,Kaikkien aikojen naamiaiset,2000,Helsinki Media,"Scarry, Richard",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175973658691,Kaikkien nimet,2000,Tammi,"Saramago, José",por,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175973844630,Kaikkitietävän tasavalta,2000,WSOY,"Turunen, Heikki",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9510248673,"Kaipaan sinua, ystäväni",2000,WSOY,"Grindley, Sally",eng,kuvakirjat
http://seco.tkk.fi/saha3/u7bed7269-7487-4e7a-a3ba-26cf50e2e697,Kaipauksen kesä ja muita rakkausjuttuja,2000,Otava,"Perttula, Pirkko-Liisa",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175974005786,Kaipauksen tuolle puolen,2000,Karprint,"Huovinen, Toini",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175974029811,Kairanmaan sota,2000,WSOY,"Lehväslaiho, Reino",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175974139522,Kairojen taivaltajia,2000,Karisto,"Tikkanen, Pentti H.",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID12317597454843,Kaksi kotimaata,2000,Karisto,"Vesterberg, Sinikka",swe,romaanit
http://www.yso.fi/onto/kaunokki#Kaksipaakotka_ja_13_muuta_kertomusta,Kaksipääkotka ja 13 muuta kertomusta,2000,WSOY,"Viinikainen, Antero",fin,novellikokoelmat
http://seco.tkk.fi/saha3/u0c748b58-cdcf-40c3-9db9-94d2471850e4,"Kaksitoista vuotta politiikassa : katkelmia, muistikuvia, unia",2000,WSOY,"Andersson, Claes",swe,tietokirjat
http://seco.tkk.fi/saha3/ua3901bc8-9020-478e-83c8-c490a4f9b087,Kalevala,2000,Omakustanne,"Huitula, Kristian",fin,sarjakuva-albumit
http://www.yso.fi/onto/kaunokki#Instance_ID123175975306614,Kalikkakasa,2000,WSOY,"Hotakainen, Kari",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175975348047,Kallellaan,2000,WSOY,"Tervo, Jari",fin,romaanit
http://seco.tkk.fi/saha3/u086c98d5-f4c9-41ea-a5c9-dd1c63c7c3ea,Kalliokuvat kertovat,2000,Atena,"Kivikäs, Pekka",fin,tietokirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175975556268,Kallungista Murhahaaraan,2000,Omakustanne,"Kantola, Olavi",fin,romaanit
http://seco.tkk.fi/saha3/u9689671d-0dd6-49cc-b494-89bfc9ac08a7,Kalmankukkia,2000,Porvoon julmapaino,"Suomalainen, Valendis",fin,kokoomateokset
http://data.kirjasampo.fi/physicalWork_951882018X,Kanarouvan hattukaupat,2000,Kustannus-Mäkelä,"Brown, Ken",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9513565564,Kanimummon vierailu,2000,Weilin + Göös,"Smith, Barry",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175976408785,Kapina 2100,2000,Book Studio,"Heinlein, Robert A.",eng,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_9518739692,Karhuherra lomalla,2000,Kustannus-Mäkelä,"Gliori, Debi",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175976957911,Karhunpalvelus,2000,Tammi,"Koskelo, Pentti",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9512834286,Karjuva perhosen toukka,2000,Kirjalito,"Lawrence, Michael",eng,kuvakirjat
http://seco.tkk.fi/saha3/ueb6ae231-6461-436e-81c3-44ced02ac244,Karkulainen,2000,Stabenfeldt,"Hughes, Jenny",eng,romaanit
http://www.yso.fi/onto/kaunokki#Karpaloita_ja_hillankukkia_II,Karpaloita ja hillankukkia II,2000,Omakustanne,"Kaipainen, Saimi",fin,kokoomateokset
http://www.yso.fi/onto/kaunokki#Karpaloita_ja_hillankukkia_III,Karpaloita ja hillankukkia III,2000,Omakustanne,"Kaipainen, Saimi",fin,pakinakokoelmat
